sts,device_fk,latitude,longitude,time_stamp,speed
2021-10-23T12:31:37.563524+00:00,6888,19.73889541625977,76.18189239501953,2021-10-23T12:31:21+00:00,6
2021-10-23T12:31:37.563717+00:00,6888,19.73892593383789,76.18180847167969,2021-10-23T12:31:15+00:00,5
2021-10-23T12:31:37.563879+00:00,6888,19.738832473754883,76.18202209472656,2021-10-23T12:31:29+00:00,10
2021-10-23T12:31:37.564039+00:00,6888,19.73885536193848,76.18201446533203,2021-10-23T12:31:27+00:00,12
2021-10-23T12:31:37.568394+00:00,6888,19.73887634277344,76.18199920654297,2021-10-23T12:31:25+00:00,17
2021-10-23T12:31:37.568602+00:00,6888,19.738832473754883,76.18203735351562,2021-10-23T12:31:31+00:00,5
2021-10-23T12:31:37.570130+00:00,6888,19.738914489746094,76.18183898925781,2021-10-23T12:31:17+00:00,5
2021-10-23T12:31:37.570245+00:00,6888,19.738933563232425,76.18177795410156,2021-10-23T12:31:13+00:00,4
2021-10-23T12:31:37.570387+00:00,6888,19.73890686035156,76.1818618774414,2021-10-23T12:31:19+00:00,4
2021-10-23T12:31:37.570727+00:00,6888,19.73882293701172,76.18205261230469,2021-10-23T12:31:33+00:00,5
2021-10-23T12:31:37.570877+00:00,6888,19.73896789550781,76.18170928955078,2021-10-23T12:31:11+00:00,0
2021-10-23T12:31:39.784218+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:33+00:00,0
2021-10-23T12:31:39.787609+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:35+00:00,0
2021-10-23T12:31:39.787931+00:00,20984,21.61501693725586,78.43660736083984,2021-10-23T12:31:19+00:00,0
2021-10-23T12:31:40.690715+00:00,6888,19.7390193939209,76.18177795410156,2021-10-23T12:29:39+00:00,4
2021-10-23T12:31:40.690876+00:00,6888,19.73900985717773,76.18180084228516,2021-10-23T12:29:37+00:00,5
2021-10-23T12:31:40.691406+00:00,6888,19.739057540893555,76.18160247802734,2021-10-23T12:30:57+00:00,0
2021-10-23T12:31:40.691930+00:00,6888,19.739057540893555,76.18160247802734,2021-10-23T12:30:55+00:00,0
2021-10-23T12:31:40.692109+00:00,6888,19.739057540893555,76.18160247802734,2021-10-23T12:31:01+00:00,0
2021-10-23T12:31:40.692593+00:00,6888,19.73896789550781,76.18170928955078,2021-10-23T12:31:07+00:00,0
2021-10-23T12:31:40.695459+00:00,6888,19.73898696899414,76.18168640136719,2021-10-23T12:31:03+00:00,2
2021-10-23T12:31:40.695947+00:00,6888,19.73897171020508,76.18170928955078,2021-10-23T12:31:05+00:00,0
2021-10-23T12:31:40.696785+00:00,6888,19.73881721496582,76.18207550048828,2021-10-23T12:31:35+00:00,6
2021-10-23T12:31:40.698737+00:00,6888,19.73896789550781,76.18170928955078,2021-10-23T12:31:09+00:00,0
2021-10-23T12:31:40.698941+00:00,6888,19.73903083801269,76.18175506591797,2021-10-23T12:29:41+00:00,4
2021-10-23T12:31:40.699414+00:00,6888,19.739057540893555,76.18160247802734,2021-10-23T12:30:59+00:00,0
2021-10-23T12:31:40.965987+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:28+00:00,0
2021-10-23T12:31:40.969329+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:24+00:00,0
2021-10-23T12:31:40.970165+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:30+00:00,0
2021-10-23T12:31:40.970514+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:34+00:00,0
2021-10-23T12:31:40.970970+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:26+00:00,0
2021-10-23T12:31:40.971143+00:00,24809,18.98970603942871,77.75823211669922,2021-10-23T12:31:38+00:00,0
